word1,word2,Distance,Layer,similarity,n_params,mpath,revision,step
 hard, difficult,0.17253138049863914,2,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.07062176472836523,3,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.0004948120629678643,4,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.0002890135968814933,5,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.0002653264255140231,6,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00023488797411863604,7,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00022623055751247456,8,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00021588367380998008,9,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.0002095291280941325,10,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020626920722188746,11,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020448071390610778,12,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020320013886154786,13,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020069179574566665,14,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020032595298569156,15,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00019984708485853986,16,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020265935292196335,17,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.0002016862181869472,18,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00020941364042859067,19,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00021106434914985872,20,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.000223009626979076,21,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00023033492234225683,22,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.00031970697232885925,23,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, difficult,0.2719393370760026,24,8.77,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.8102449303430788,0,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.3875839783455842,1,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.23064047477027894,2,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.10942067022716373,3,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0006832161415289972,4,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0003896294743801487,5,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00035400819336894873,6,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0003099238173230878,7,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002964779786689409,8,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00028042683529172496,9,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002713117846039337,10,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002639725296633699,11,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00025705789589181016,12,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002513717783853009,13,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00024483516914775016,14,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00024148694726089381,15,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00023666574540259777,16,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002362471526878851,17,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00023231092033215717,18,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00023761185398607498,19,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002371883340228642,20,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0002469136950968842,21,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.00025455468999724395,22,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.0003462408098060532,23,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, cheerful,0.1987667157920363,24,9.55,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.724704564056055,0,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.3777501053107104,1,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.23666998111303006,2,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.10408839427927341,3,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.0006441052700214556,4,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00036370893759196665,5,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00033141188928598186,6,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00029090459225555865,7,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.0002783983943289714,8,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00026244946688802617,9,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.0002529574823405545,10,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00024675667638629495,11,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00024185906146179104,12,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00023559775078341172,13,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00023016989919821818,14,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.0002275364488592002,15,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00022491523616696707,16,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.000225403493280818,17,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00022038175983285502,18,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00022749874897620703,19,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00022521345300630102,20,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00023590549949847883,21,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.00024321055379084022,22,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.0003341279152280219,23,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 hard, easy,0.2782519421251337,24,0.95,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.7190036479400077,0,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.3749656981836894,1,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.20019285178105506,2,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.07945504839659978,3,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0005358392240618626,4,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00031605150794156156,5,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002883935759145917,6,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002536242786772558,7,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00024364821041955587,8,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002310453679624791,9,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00022343409267067127,10,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002181966277869929,11,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00021496501215623187,12,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00021030576944303103,13,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00020489900392794969,14,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002023459754398882,15,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00020025432151360434,16,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00019982754351699494,17,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00019631319083479593,18,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002022326396722285,19,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00020075196341207135,20,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0002110212314822002,21,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.00021988377895632016,22,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.0003029475936178194,23,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 fast, rapid,0.27242001818954964,24,8.75,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.6879963113380199,0,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.3711422130141927,1,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.22522144230013685,2,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.09797139483980932,3,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0006097065790754419,4,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00038688773079365024,5,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0003613387666751011,6,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0003248570008346219,7,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00031609050478320633,8,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00030436235359476704,9,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00029733376814244927,10,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0002926650958899879,11,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0002913928939742849,12,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.000287898513293805,13,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0002851086352274601,14,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00028642414315616094,15,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00028654752420531615,16,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0002905537461104224,17,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0002919792174419511,18,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0003037091260792435,19,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00030761832973236203,20,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00032866210922677386,21,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.00034490464910230667,22,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.0004823819032157006,23,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 happy, glad,0.29367132718969446,24,9.17,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.7010095621675558,0,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.36107758616420804,1,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.23081595992551662,2,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.09119247695654753,3,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.0005230394710354913,4,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00030408173217422174,5,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00027914464413902884,6,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.0002452233133359849,7,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.000235280698502649,8,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00022339864074893967,9,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.0002153380760659962,10,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00021065498990469056,11,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.0002067899117488281,12,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00020187988754483133,13,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00019750887912517445,14,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00019569294036747564,15,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00019404584450155582,16,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00019376789758041024,17,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.0001917833122785373,18,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00019625822550306538,19,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00019634004835911156,20,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.0002062426703621778,21,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00021333434330883527,22,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.00029135227459387014,23,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 short, long,0.25335890713723597,24,1.23,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.5689102622716395,0,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.33668722167829257,1,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.13976710375564372,2,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.056904385301760896,3,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.0004215389496323718,4,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00025789374332774173,5,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.0002383960605717439,6,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00021233284172872402,7,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00020532146500773507,8,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00019591691781395415,9,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00018989732623364564,10,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.0001865686729026761,11,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00018336540083174757,12,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.0001809517620772194,13,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00017777262888174494,14,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00017621436822812253,15,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00017541056192016402,16,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00017644159576757357,17,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.0001752922021265313,18,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.000181973073595465,19,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00018231714206284888,20,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00019334868873310818,21,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.00020149452628170916,22,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.0002826389700441023,23,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 stupid, dumb,0.241482004295122,24,9.58,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.5280185119251308,0,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.2653115087629203,1,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.14193899186884318,2,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.05924369683418207,3,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.0003817037722534389,4,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00022287101762530348,5,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00020379014717275545,6,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00017865542780037824,7,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.0001714740778788748,8,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00016240702171299581,9,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.0001572477783865489,10,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00015310252326883322,11,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.000150444025677543,12,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00014661517819736236,13,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00014213539877117043,14,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00014053983930095715,15,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00013862940552133995,16,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00013791740733448687,17,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00013540661934785536,18,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.0001382611123467159,19,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00013694060405844422,20,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00014409905797951872,21,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00014781737484748092,22,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.00020044685586062538,23,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 weird, strange,0.12512860606667675,24,8.93,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.7465031255830017,0,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.4241335666298336,1,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.22638415775229692,2,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.085248253517613,3,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.0006243939689938305,4,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00036098933986050685,5,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00032951120362034736,6,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.0002892100792835084,7,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00027686595677289816,8,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.0002624567463468397,9,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00025324067852527943,10,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00024675963232645426,11,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00024203121063204325,12,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00023609920280420749,13,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.0002301477921334838,14,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00022843117614579356,15,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00022526215293316998,16,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00022375661667306534,17,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00021906465101551031,18,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.0002254867715493214,19,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00022246708404360938,20,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
 wide, narrow,0.00023265076899503523,21,1.03,1414647808,EleutherAI/pythia-1.4b,step143000,143000
