item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,last_word,log_prob,model_name,n_params
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",b,The brush was vertical.,match,muraki2021,vertical,-13.295462758939893,EleutherAI/pythia-2.8b,2775208960
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,a,The crayon was horizontal.,mismatch,muraki2021,horizontal,-15.594863991615744,EleutherAI/pythia-2.8b,2775208960
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,b,The crayon was vertical.,match,muraki2021,vertical,-15.545437506468776,EleutherAI/pythia-2.8b,2775208960
9,decoration,b,Laura hung the decoration on the line with the clothespin.,a,The decoration was horizontal.,mismatch,muraki2021,horizontal,-14.06978368913979,EleutherAI/pythia-2.8b,2775208960
9,decoration,b,Laura hung the decoration on the line with the clothespin.,b,The decoration was vertical.,match,muraki2021,vertical,-14.934341949755403,EleutherAI/pythia-2.8b,2775208960
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,a,The flashlight was horizontal.,mismatch,muraki2021,horizontal,-14.128025316059631,EleutherAI/pythia-2.8b,2775208960
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,b,The flashlight was vertical.,match,muraki2021,vertical,-15.50251614152176,EleutherAI/pythia-2.8b,2775208960
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,a,The fire extinguisher was horizontal.,mismatch,muraki2021,horizontal,-14.49865345661313,EleutherAI/pythia-2.8b,2775208960
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,b,The fire extinguisher was vertical.,match,muraki2021,vertical,-14.924239003739883,EleutherAI/pythia-2.8b,2775208960
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,a,The glass was horizontal.,mismatch,muraki2021,horizontal,-19.353781465497185,EleutherAI/pythia-2.8b,2775208960
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,b,The glass was vertical.,match,muraki2021,vertical,-19.01319108343336,EleutherAI/pythia-2.8b,2775208960
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,a,The guitar was horizontal.,mismatch,muraki2021,horizontal,-16.321050369012266,EleutherAI/pythia-2.8b,2775208960
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,b,The guitar was vertical.,match,muraki2021,vertical,-15.73771830057805,EleutherAI/pythia-2.8b,2775208960
14,gun,b,Annie lowered the gun to place it in the holster.,a,The gun was horizontal.,mismatch,muraki2021,horizontal,-14.705654519716514,EleutherAI/pythia-2.8b,2775208960
14,gun,b,Annie lowered the gun to place it in the holster.,b,The gun was vertical.,match,muraki2021,vertical,-14.500400785630454,EleutherAI/pythia-2.8b,2775208960
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",a,The iron was horizontal.,mismatch,muraki2021,horizontal,-13.990256109345081,EleutherAI/pythia-2.8b,2775208960
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",b,The iron was vertical.,match,muraki2021,vertical,-14.431936499020852,EleutherAI/pythia-2.8b,2775208960
16,key,b,The lab assistant put the key to the monkey cage on the hook.,a,The key was horizontal.,mismatch,muraki2021,horizontal,-14.916574074824377,EleutherAI/pythia-2.8b,2775208960
16,key,b,The lab assistant put the key to the monkey cage on the hook.,b,The key was vertical.,match,muraki2021,vertical,-15.223649703583941,EleutherAI/pythia-2.8b,2775208960
17,nail,b,The carpenter hammered the nail into the floor plank.,a,The nail was horizontal.,mismatch,muraki2021,horizontal,-14.33462320066107,EleutherAI/pythia-2.8b,2775208960
17,nail,b,The carpenter hammered the nail into the floor plank.,b,The nail was vertical.,match,muraki2021,vertical,-13.502527105577496,EleutherAI/pythia-2.8b,2775208960
18,pen,b,The accountant stuck his pen into his pocket protector.,a,The pen was horizontal.,mismatch,muraki2021,horizontal,-14.355932603473603,EleutherAI/pythia-2.8b,2775208960
18,pen,b,The accountant stuck his pen into his pocket protector.,b,The pen was vertical.,match,muraki2021,vertical,-14.601485269534225,EleutherAI/pythia-2.8b,2775208960
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,a,The pencil was horizontal.,mismatch,muraki2021,horizontal,-15.854436753578229,EleutherAI/pythia-2.8b,2775208960
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,b,The pencil was vertical.,match,muraki2021,vertical,-16.614615071351388,EleutherAI/pythia-2.8b,2775208960
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,a,The plate was horizontal.,mismatch,muraki2021,horizontal,-13.803783011255431,EleutherAI/pythia-2.8b,2775208960
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,b,The plate was vertical.,match,muraki2021,vertical,-14.482327488495697,EleutherAI/pythia-2.8b,2775208960
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,a,The salt shaker was horizontal.,mismatch,muraki2021,horizontal,-13.039635195643283,EleutherAI/pythia-2.8b,2775208960
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,b,The salt shaker was vertical.,match,muraki2021,vertical,-13.582697161885578,EleutherAI/pythia-2.8b,2775208960
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,a,The pair of scissors was horizontal.,mismatch,muraki2021,horizontal,-17.009871186977303,EleutherAI/pythia-2.8b,2775208960
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,b,The pair of scissors was vertical.,match,muraki2021,vertical,-17.13277820498034,EleutherAI/pythia-2.8b,2775208960
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,a,The screw was horizontal.,mismatch,muraki2021,horizontal,-13.459563180614797,EleutherAI/pythia-2.8b,2775208960
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,b,The screw was vertical.,match,muraki2021,vertical,-12.565364773779892,EleutherAI/pythia-2.8b,2775208960
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,a,The wheel was horizontal.,mismatch,muraki2021,horizontal,-10.968376528446928,EleutherAI/pythia-2.8b,2775208960
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,b,The wheel was vertical.,match,muraki2021,vertical,-11.45890409381938,EleutherAI/pythia-2.8b,2775208960
1,steak,a,John looked at the steak on his plate.,a,The steak was brown.,match,connell2007,brown,-6.681740621842355,EleutherAI/pythia-2.8b,2775208960
1,steak,a,John looked at the steak on his plate.,b,The steak was red.,mismatch,connell2007,red,-6.877802190992675,EleutherAI/pythia-2.8b,2775208960
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,a,The traffic light was light red.,match,connell2007,red,-1.923716419165889,EleutherAI/pythia-2.8b,2775208960
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,b,The traffic light was light green.,mismatch,connell2007,green,-1.2255741523219617,EleutherAI/pythia-2.8b,2775208960
3,tomato,a,Jane tasted the tomato when it was ready to eat.,a,The tomato was red.,match,connell2007,red,-6.366197893612894,EleutherAI/pythia-2.8b,2775208960
3,tomato,a,Jane tasted the tomato when it was ready to eat.,b,The tomato was green.,mismatch,connell2007,green,-8.094434967517818,EleutherAI/pythia-2.8b,2775208960
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,a,The tree was green.,match,connell2007,green,-8.56441887775534,EleutherAI/pythia-2.8b,2775208960
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,b,The tree was orange.,mismatch,connell2007,orange,-9.656741212179158,EleutherAI/pythia-2.8b,2775208960
5,hair,a,Susan liked it when her granddaughter wore her hair up.,a,The hair was brown.,match,connell2007,brown,-8.14245118490478,EleutherAI/pythia-2.8b,2775208960
5,hair,a,Susan liked it when her granddaughter wore her hair up.,b,The hair was grey.,mismatch,connell2007,grey,-11.732147328606105,EleutherAI/pythia-2.8b,2775208960
6,bear,a,Joe was excited to see a bear in the woods.,a,The bear was brown.,match,connell2007,brown,-10.194710544134137,EleutherAI/pythia-2.8b,2775208960
6,bear,a,Joe was excited to see a bear in the woods.,b,The bear was white.,mismatch,connell2007,white,-10.698156092006798,EleutherAI/pythia-2.8b,2775208960
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,a,The leaf was green.,match,connell2007,green,-5.263959625144381,EleutherAI/pythia-2.8b,2775208960
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,b,The leaf was orange.,mismatch,connell2007,orange,-9.881993786302377,EleutherAI/pythia-2.8b,2775208960
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,a,The lamb was white.,match,connell2007,white,-8.168483894140259,EleutherAI/pythia-2.8b,2775208960
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,b,The lamb was black.,mismatch,connell2007,black,-8.951921945924779,EleutherAI/pythia-2.8b,2775208960
9,bananas,a,The bananas that Mark bought looked ready to eat.,a,The bananas were yellow.,match,connell2007,yellow,-5.472269231388244,EleutherAI/pythia-2.8b,2775208960
9,bananas,a,The bananas that Mark bought looked ready to eat.,b,The bananas were green.,mismatch,connell2007,green,-4.591925440777764,EleutherAI/pythia-2.8b,2775208960
10,coffee,a,Joanne always took milk in her coffee.,a,The coffee was brown.,match,connell2007,brown,-8.014822884662701,EleutherAI/pythia-2.8b,2775208960
10,coffee,a,Joanne always took milk in her coffee.,b,The coffee was black.,mismatch,connell2007,black,-5.710985978299349,EleutherAI/pythia-2.8b,2775208960
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,a,The sky was blue.,match,connell2007,blue,-2.1160504276328043,EleutherAI/pythia-2.8b,2775208960
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,b,The sky was grey.,mismatch,connell2007,grey,-6.807833478652402,EleutherAI/pythia-2.8b,2775208960
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,a,The chameleon was green.,match,connell2007,green,-8.099117073233232,EleutherAI/pythia-2.8b,2775208960
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,b,The chameleon was yellow.,mismatch,connell2007,yellow,-9.015425519097322,EleutherAI/pythia-2.8b,2775208960
1,steak,b,John looked at the steak in the butcher’s window.,a,The steak was brown.,mismatch,connell2007,brown,-8.003595129514654,EleutherAI/pythia-2.8b,2775208960
1,steak,b,John looked at the steak in the butcher’s window.,b,The steak was red.,match,connell2007,red,-6.7948776464827265,EleutherAI/pythia-2.8b,2775208960
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,a,The traffic light was light red.,mismatch,connell2007,red,-2.2448066814011516,EleutherAI/pythia-2.8b,2775208960
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,b,The traffic light was light green.,match,connell2007,green,-1.2668996264070709,EleutherAI/pythia-2.8b,2775208960
3,tomato,b,Jane tasted the tomato before it was ready to eat.,a,The tomato was red.,mismatch,connell2007,red,-6.617823639895997,EleutherAI/pythia-2.8b,2775208960
3,tomato,b,Jane tasted the tomato before it was ready to eat.,b,The tomato was green.,match,connell2007,green,-7.722561757490339,EleutherAI/pythia-2.8b,2775208960
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,a,The tree was green.,mismatch,connell2007,green,-9.278611218315453,EleutherAI/pythia-2.8b,2775208960
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,b,The tree was orange.,match,connell2007,orange,-8.910148699505088,EleutherAI/pythia-2.8b,2775208960
5,hair,b,Susan liked it when her grandmother wore her hair up.,a,The hair was brown.,mismatch,connell2007,brown,-8.099486468925152,EleutherAI/pythia-2.8b,2775208960
5,hair,b,Susan liked it when her grandmother wore her hair up.,b,The hair was grey.,match,connell2007,grey,-10.745237349435504,EleutherAI/pythia-2.8b,2775208960
6,bear,b,Joe was excited to see a bear at the north pole.,a,The bear was brown.,mismatch,connell2007,brown,-10.851021707273203,EleutherAI/pythia-2.8b,2775208960
6,bear,b,Joe was excited to see a bear at the north pole.,b,The bear was white.,match,connell2007,white,-10.025682571696931,EleutherAI/pythia-2.8b,2775208960
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,a,The leaf was green.,mismatch,connell2007,green,-5.220465983230732,EleutherAI/pythia-2.8b,2775208960
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,b,The leaf was orange.,match,connell2007,orange,-10.017945405318287,EleutherAI/pythia-2.8b,2775208960
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,a,The lamb was white.,mismatch,connell2007,white,-9.562203742079358,EleutherAI/pythia-2.8b,2775208960
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,b,The lamb was black.,match,connell2007,black,-9.757128864919375,EleutherAI/pythia-2.8b,2775208960
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,a,The bananas were yellow.,mismatch,connell2007,yellow,-5.38070051529241,EleutherAI/pythia-2.8b,2775208960
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,b,The bananas were green.,match,connell2007,green,-3.476124740529918,EleutherAI/pythia-2.8b,2775208960
10,coffee,b,Joanne never took milk in her coffee.,a,The coffee was brown.,mismatch,connell2007,brown,-8.191687796208639,EleutherAI/pythia-2.8b,2775208960
10,coffee,b,Joanne never took milk in her coffee.,b,The coffee was black.,match,connell2007,black,-5.649520315486406,EleutherAI/pythia-2.8b,2775208960
11,sky,b,The children watched the seagulls fly across the sky in the rain.,a,The sky was blue.,mismatch,connell2007,blue,-4.852122782593782,EleutherAI/pythia-2.8b,2775208960
11,sky,b,The children watched the seagulls fly across the sky in the rain.,b,The sky was grey.,match,connell2007,grey,-4.143014902721294,EleutherAI/pythia-2.8b,2775208960
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,a,The chameleon was green.,mismatch,connell2007,green,-8.383486266523013,EleutherAI/pythia-2.8b,2775208960
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,b,The chameleon was yellow.,match,connell2007,yellow,-9.242703288326531,EleutherAI/pythia-2.8b,2775208960
35,airplane,a,There was an airplane in the hangar.,a,The airplane's wheels were down.,match,pecher2006,down,-5.359921914700398,EleutherAI/pythia-2.8b,2775208960
35,airplane,a,There was an airplane in the hangar.,b,The airplane's wheels were retracted.,mismatch,pecher2006,retracted,-11.046938200271534,EleutherAI/pythia-2.8b,2775208960
53,apple,a,There was an apple in the bag.,a,The apple was whole.,match,pecher2006,whole,-9.844531819905615,EleutherAI/pythia-2.8b,2775208960
53,apple,a,There was an apple in the bag.,b,The apple was sliced.,mismatch,pecher2006,sliced,-9.693381153084063,EleutherAI/pythia-2.8b,2775208960
1,apple pie,a,There was apple pie on the table.,a,The apple pie was whole.,match,pecher2006,whole,-11.36685686897285,EleutherAI/pythia-2.8b,2775208960
1,apple pie,a,There was apple pie on the table.,b,The apple pie was sliced.,mismatch,pecher2006,sliced,-7.762407374882903,EleutherAI/pythia-2.8b,2775208960
21,avocado,a,There was an avocado in the crate.,a,The avocado was whole.,match,pecher2006,whole,-10.189231186261074,EleutherAI/pythia-2.8b,2775208960
21,avocado,a,There was an avocado in the crate.,b,The avocado was sliced.,mismatch,pecher2006,sliced,-9.070097442667972,EleutherAI/pythia-2.8b,2775208960
39,balloon,a,There was a balloon in the pack.,a,The balloon was deflated.,match,pecher2006,deflated,-6.895109198533297,EleutherAI/pythia-2.8b,2775208960
39,balloon,a,There was a balloon in the pack.,b,The balloon was inflated.,mismatch,pecher2006,inflated,-4.869360628592227,EleutherAI/pythia-2.8b,2775208960
32,banana,a,There was a banana on the counter.,a,The banana was whole.,match,pecher2006,whole,-9.817796773717822,EleutherAI/pythia-2.8b,2775208960
32,banana,a,There was a banana on the counter.,b,The banana was sliced.,mismatch,pecher2006,sliced,-8.526725797376693,EleutherAI/pythia-2.8b,2775208960
47,book,a,There was a book on the shelf.,a,The book was closed.,match,pecher2006,closed,-6.123727099160724,EleutherAI/pythia-2.8b,2775208960
47,book,a,There was a book on the shelf.,b,The book was open.,mismatch,pecher2006,open,-4.766193401064627,EleutherAI/pythia-2.8b,2775208960
40,bread,a,There was bread in the bakery window.,a,The bread was in a loaf.,match,pecher2006,loaf,-5.876756508054982,EleutherAI/pythia-2.8b,2775208960
40,bread,a,There was bread in the bakery window.,b,The bread was in a slice.,mismatch,pecher2006,slice,-10.102373036914582,EleutherAI/pythia-2.8b,2775208960
12,carrot,a,There was a carrot in the garden.,a,The carrot was whole.,match,pecher2006,whole,-12.627121658633728,EleutherAI/pythia-2.8b,2775208960
12,carrot,a,There was a carrot in the garden.,b,The carrot was sliced.,mismatch,pecher2006,sliced,-11.019728520081493,EleutherAI/pythia-2.8b,2775208960
28,cheesecake,a,There was cheesecake for the party.,a,The cheesecake was whole.,match,pecher2006,whole,-13.981007627584171,EleutherAI/pythia-2.8b,2775208960
28,cheesecake,a,There was cheesecake for the party.,b,The cheesecake was sliced.,mismatch,pecher2006,sliced,-9.956734695098827,EleutherAI/pythia-2.8b,2775208960
36,chicken,a,There was a chicken in the coop.,a,The chicken was alive.,match,pecher2006,alive,-5.892284537111292,EleutherAI/pythia-2.8b,2775208960
36,chicken,a,There was a chicken in the coop.,b,The chicken was plucked.,mismatch,pecher2006,plucked,-11.017311779166098,EleutherAI/pythia-2.8b,2775208960
