item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,log_prob,model_name,n_params
18,pen,b,The accountant stuck his pen into his pocket protector.,b,The pen was vertical.,match,muraki2021,-5.227588963508606,EleutherAI/pythia-70m,70426624
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,a,The pencil was horizontal.,mismatch,muraki2021,-4.9445412158966064,EleutherAI/pythia-70m,70426624
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,b,The pencil was vertical.,match,muraki2021,-4.988875102996826,EleutherAI/pythia-70m,70426624
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,a,The plate was horizontal.,mismatch,muraki2021,-4.194792079925537,EleutherAI/pythia-70m,70426624
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,b,The plate was vertical.,match,muraki2021,-4.203701972961426,EleutherAI/pythia-70m,70426624
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,a,The salt shaker was horizontal.,mismatch,muraki2021,-3.1213588874254907,EleutherAI/pythia-70m,70426624
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,b,The salt shaker was vertical.,match,muraki2021,-3.146768858390195,EleutherAI/pythia-70m,70426624
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,a,The pair of scissors was horizontal.,mismatch,muraki2021,-3.576466016471386,EleutherAI/pythia-70m,70426624
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,b,The pair of scissors was vertical.,match,muraki2021,-3.5882616862654686,EleutherAI/pythia-70m,70426624
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,a,The screw was horizontal.,mismatch,muraki2021,-4.000128889083863,EleutherAI/pythia-70m,70426624
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,b,The screw was vertical.,match,muraki2021,-3.8739298820495605,EleutherAI/pythia-70m,70426624
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,a,The wheel was horizontal.,mismatch,muraki2021,-4.542628502845764,EleutherAI/pythia-70m,70426624
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,b,The wheel was vertical.,match,muraki2021,-4.419061398506164,EleutherAI/pythia-70m,70426624
1,steak,a,John looked at the steak on his plate.,a,The steak was brown.,match,connell2007,-3.4688690423965456,EleutherAI/pythia-70m,70426624
1,steak,a,John looked at the steak on his plate.,b,The steak was red.,mismatch,connell2007,-3.1736597299575804,EleutherAI/pythia-70m,70426624
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,a,The traffic light was light red.,match,connell2007,-3.4764441422053745,EleutherAI/pythia-70m,70426624
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,b,The traffic light was light green.,mismatch,connell2007,-3.5506977013179233,EleutherAI/pythia-70m,70426624
3,tomato,a,Jane tasted the tomato when it was ready to eat.,a,The tomato was red.,match,connell2007,-3.732393264770508,EleutherAI/pythia-70m,70426624
3,tomato,a,Jane tasted the tomato when it was ready to eat.,b,The tomato was green.,mismatch,connell2007,-3.6572505474090575,EleutherAI/pythia-70m,70426624
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,a,The tree was green.,match,connell2007,-3.222415590286255,EleutherAI/pythia-70m,70426624
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,b,The tree was orange.,mismatch,connell2007,-3.535845899581909,EleutherAI/pythia-70m,70426624
5,hair,a,Susan liked it when her granddaughter wore her hair up.,a,The hair was brown.,match,connell2007,-4.218811249732971,EleutherAI/pythia-70m,70426624
5,hair,a,Susan liked it when her granddaughter wore her hair up.,b,The hair was grey.,mismatch,connell2007,-4.131903576850891,EleutherAI/pythia-70m,70426624
6,bear,a,Joe was excited to see a bear in the woods.,a,The bear was brown.,match,connell2007,-4.279971432685852,EleutherAI/pythia-70m,70426624
6,bear,a,Joe was excited to see a bear in the woods.,b,The bear was white.,mismatch,connell2007,-3.8717191934585573,EleutherAI/pythia-70m,70426624
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,a,The leaf was green.,match,connell2007,-3.455429267883301,EleutherAI/pythia-70m,70426624
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,b,The leaf was orange.,mismatch,connell2007,-3.725813961029053,EleutherAI/pythia-70m,70426624
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,a,The lamb was white.,match,connell2007,-3.4253824949264526,EleutherAI/pythia-70m,70426624
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,b,The lamb was black.,mismatch,connell2007,-3.5831124544143678,EleutherAI/pythia-70m,70426624
9,bananas,a,The bananas that Mark bought looked ready to eat.,a,The bananas were yellow.,match,connell2007,-3.143636546097696,EleutherAI/pythia-70m,70426624
9,bananas,a,The bananas that Mark bought looked ready to eat.,b,The bananas were green.,mismatch,connell2007,-2.9648761367425323,EleutherAI/pythia-70m,70426624
10,coffee,a,Joanne always took milk in her coffee.,a,The coffee was brown.,match,connell2007,-4.578400826454162,EleutherAI/pythia-70m,70426624
10,coffee,a,Joanne always took milk in her coffee.,b,The coffee was black.,mismatch,connell2007,-4.1619785070419315,EleutherAI/pythia-70m,70426624
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,a,The sky was blue.,match,connell2007,-2.551710605621338,EleutherAI/pythia-70m,70426624
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,b,The sky was grey.,mismatch,connell2007,-3.199989175796509,EleutherAI/pythia-70m,70426624
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,a,The chameleon was green.,match,connell2007,-2.3927475220989436,EleutherAI/pythia-70m,70426624
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,b,The chameleon was yellow.,mismatch,connell2007,-2.430819661123678,EleutherAI/pythia-70m,70426624
1,steak,b,John looked at the steak in the butcher’s window.,a,The steak was brown.,mismatch,connell2007,-3.523416268825531,EleutherAI/pythia-70m,70426624
1,steak,b,John looked at the steak in the butcher’s window.,b,The steak was red.,match,connell2007,-3.301805341243744,EleutherAI/pythia-70m,70426624
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,a,The traffic light was light red.,mismatch,connell2007,-3.5904315539768765,EleutherAI/pythia-70m,70426624
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,b,The traffic light was light green.,match,connell2007,-3.6750556400844028,EleutherAI/pythia-70m,70426624
3,tomato,b,Jane tasted the tomato before it was ready to eat.,a,The tomato was red.,mismatch,connell2007,-3.626423382759094,EleutherAI/pythia-70m,70426624
3,tomato,b,Jane tasted the tomato before it was ready to eat.,b,The tomato was green.,match,connell2007,-3.6115360021591187,EleutherAI/pythia-70m,70426624
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,a,The tree was green.,mismatch,connell2007,-3.1809266567230225,EleutherAI/pythia-70m,70426624
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,b,The tree was orange.,match,connell2007,-3.515363168716431,EleutherAI/pythia-70m,70426624
5,hair,b,Susan liked it when her grandmother wore her hair up.,a,The hair was brown.,mismatch,connell2007,-4.15394446849823,EleutherAI/pythia-70m,70426624
5,hair,b,Susan liked it when her grandmother wore her hair up.,b,The hair was grey.,match,connell2007,-4.1087199449539185,EleutherAI/pythia-70m,70426624
6,bear,b,Joe was excited to see a bear at the north pole.,a,The bear was brown.,mismatch,connell2007,-4.255150079727173,EleutherAI/pythia-70m,70426624
6,bear,b,Joe was excited to see a bear at the north pole.,b,The bear was white.,match,connell2007,-3.761393690109253,EleutherAI/pythia-70m,70426624
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,a,The leaf was green.,mismatch,connell2007,-3.5917396068573,EleutherAI/pythia-70m,70426624
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,b,The leaf was orange.,match,connell2007,-3.8663072109222414,EleutherAI/pythia-70m,70426624
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,a,The lamb was white.,mismatch,connell2007,-3.4466628551483156,EleutherAI/pythia-70m,70426624
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,b,The lamb was black.,match,connell2007,-3.5851908206939695,EleutherAI/pythia-70m,70426624
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,a,The bananas were yellow.,mismatch,connell2007,-3.0455643416692815,EleutherAI/pythia-70m,70426624
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,b,The bananas were green.,match,connell2007,-2.898075588668386,EleutherAI/pythia-70m,70426624
10,coffee,b,Joanne never took milk in her coffee.,a,The coffee was brown.,mismatch,connell2007,-4.667436265945435,EleutherAI/pythia-70m,70426624
10,coffee,b,Joanne never took milk in her coffee.,b,The coffee was black.,match,connell2007,-4.203156042098999,EleutherAI/pythia-70m,70426624
11,sky,b,The children watched the seagulls fly across the sky in the rain.,a,The sky was blue.,mismatch,connell2007,-2.5992074370384217,EleutherAI/pythia-70m,70426624
11,sky,b,The children watched the seagulls fly across the sky in the rain.,b,The sky was grey.,match,connell2007,-3.2180168509483336,EleutherAI/pythia-70m,70426624
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,a,The chameleon was green.,mismatch,connell2007,-2.415314179030247,EleutherAI/pythia-70m,70426624
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,b,The chameleon was yellow.,match,connell2007,-2.4383890443714336,EleutherAI/pythia-70m,70426624
35,airplane,a,There was an airplane in the hangar.,a,The airplane's wheels were down.,match,pecher2006,-3.4340740527425493,EleutherAI/pythia-70m,70426624
35,airplane,a,There was an airplane in the hangar.,b,The airplane's wheels were retracted.,mismatch,pecher2006,-3.6587919518351555,EleutherAI/pythia-70m,70426624
53,apple,a,There was an apple in the bag.,a,The apple was whole.,match,pecher2006,-3.9104750394821166,EleutherAI/pythia-70m,70426624
53,apple,a,There was an apple in the bag.,b,The apple was sliced.,mismatch,pecher2006,-3.5252015352249146,EleutherAI/pythia-70m,70426624
1,apple pie,a,There was apple pie on the table.,a,The apple pie was whole.,match,pecher2006,-3.1876076459884644,EleutherAI/pythia-70m,70426624
1,apple pie,a,There was apple pie on the table.,b,The apple pie was sliced.,mismatch,pecher2006,-3.085693657398224,EleutherAI/pythia-70m,70426624
21,avocado,a,There was an avocado in the crate.,a,The avocado was whole.,match,pecher2006,-3.2878358705590167,EleutherAI/pythia-70m,70426624
21,avocado,a,There was an avocado in the crate.,b,The avocado was slided.,mismatch,pecher2006,-4.433488023068223,EleutherAI/pythia-70m,70426624
39,balloon,a,There was a balloon in the pack.,a,The balloon was deflated.,match,pecher2006,-3.085876287892461,EleutherAI/pythia-70m,70426624
39,balloon,a,There was a balloon in the pack.,b,The balloon was inflated.,mismatch,pecher2006,-3.3880409479141234,EleutherAI/pythia-70m,70426624
32,banana,a,There was a banana on the counter.,a,The banana was whole.,match,pecher2006,-3.5675524950027464,EleutherAI/pythia-70m,70426624
32,banana,a,There was a banana on the counter.,b,The banana was sliced.,mismatch,pecher2006,-3.340263295173645,EleutherAI/pythia-70m,70426624
47,book,a,There was a book on the shelf.,a,The book was closed.,match,pecher2006,-3.1688032150268555,EleutherAI/pythia-70m,70426624
47,book,a,There was a book on the shelf.,b,The book was open.,mismatch,pecher2006,-3.3860772609710694,EleutherAI/pythia-70m,70426624
40,bread,a,There was bread in the bakery window.,a,The bread was in a loaf.,match,pecher2006,-2.7325540270124162,EleutherAI/pythia-70m,70426624
40,bread,a,There was bread in the bakery window.,b,The bread was in a slice.,mismatch,pecher2006,-3.044421809060233,EleutherAI/pythia-70m,70426624
12,carrot,a,There was a carrot in the garden.,a,The carrot was whole.,match,pecher2006,-4.015527319908142,EleutherAI/pythia-70m,70426624
12,carrot,a,There was a carrot in the garden.,b,The carrot was sliced.,mismatch,pecher2006,-3.882492280006409,EleutherAI/pythia-70m,70426624
28,cheesecake,a,There was cheesecake for the party.,a,The cheesecake was whole.,match,pecher2006,-3.060547419823706,EleutherAI/pythia-70m,70426624
28,cheesecake,a,There was cheesecake for the party.,b,The cheesecake was sliced.,mismatch,pecher2006,-3.099409988815231,EleutherAI/pythia-70m,70426624
36,chicken,a,There was a chicken in the coop.,a,The chicken was alive.,match,pecher2006,-3.2224086999893187,EleutherAI/pythia-70m,70426624
36,chicken,a,There was a chicken in the coop.,b,The chicken was plucked.,mismatch,pecher2006,-3.0162077148755393,EleutherAI/pythia-70m,70426624
54,cigarette,a,There was a cigarette in the box.,a,The cigarette was intact.,match,pecher2006,-3.744074296951294,EleutherAI/pythia-70m,70426624
54,cigarette,a,There was a cigarette in the box.,b,The cigarette was crushed.,mismatch,pecher2006,-3.7912788152694703,EleutherAI/pythia-70m,70426624
7,coat,a,There was a coat on the rack.,a,The coat was hanging.,match,pecher2006,-3.8813708782196046,EleutherAI/pythia-70m,70426624
7,coat,a,There was a coat on the rack.,b,The coat was crumpled.,mismatch,pecher2006,-2.83905050690685,EleutherAI/pythia-70m,70426624
55,corn,a,There was corn in the field.,a,The corn was on the cob,match,pecher2006,-2.935947517553965,EleutherAI/pythia-70m,70426624
55,corn,a,There was corn in the field.,b,The corn was off the cob.,mismatch,pecher2006,-3.5303145476749966,EleutherAI/pythia-70m,70426624
18,cucumber,a,There was a cucumber in the fridge.,a,The cucumber was whole.,match,pecher2006,-2.908857782681783,EleutherAI/pythia-70m,70426624
18,cucumber,a,There was a cucumber in the fridge.,b,The cucumber was sliced.,mismatch,pecher2006,-2.821780244509379,EleutherAI/pythia-70m,70426624
56,eagle,a,There was an eagle in the nest.,a,The eagle's wings were folded.,match,pecher2006,-3.3013896431241716,EleutherAI/pythia-70m,70426624
56,eagle,a,There was an eagle in the nest.,b,The eagle's wings were outstretched.,mismatch,pecher2006,-3.0146037249101534,EleutherAI/pythia-70m,70426624
41,egg,a,There was an egg in the refrigerator.,a,The egg was whole.,match,pecher2006,-3.519515872001648,EleutherAI/pythia-70m,70426624
41,egg,a,There was an egg in the refrigerator.,b,The egg was frying.,mismatch,pecher2006,-3.6609283208847048,EleutherAI/pythia-70m,70426624
48,fish,a,There was a fish in the pond.,a,The fish was whole.,match,pecher2006,-4.1083958625793455,EleutherAI/pythia-70m,70426624
48,fish,a,There was a fish in the pond.,b,The fish was filetted.,mismatch,pecher2006,-4.498378123555865,EleutherAI/pythia-70m,70426624
22,frog,a,There was a frog in the field.,a,The frog's legs were folded.,match,pecher2006,-3.133179681641715,EleutherAI/pythia-70m,70426624
22,frog,a,There was a frog in the field.,b,The frog's legs were outstretched.,mismatch,pecher2006,-2.7756503522396088,EleutherAI/pythia-70m,70426624
