item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,log_prob,model_name,n_params
5,bowl,b,James placed the bowl into an open slot in the dishwasher.,a,The bowl was horizontal.,mismatch,muraki2021,-3.4505934953689574,EleutherAI/pythia-2.8b,2775208960
5,bowl,b,James placed the bowl into an open slot in the dishwasher.,b,The bowl was vertical.,match,muraki2021,-3.5132684469223023,EleutherAI/pythia-2.8b,2775208960
6,broom,b,"Janie grabbed the broom and swept the house, pretending she was Cinderella.",a,The broom was horizontal.,mismatch,muraki2021,-3.607934228144586,EleutherAI/pythia-2.8b,2775208960
6,broom,b,"Janie grabbed the broom and swept the house, pretending she was Cinderella.",b,The broom was vertical.,match,muraki2021,-3.656854899289707,EleutherAI/pythia-2.8b,2775208960
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",a,The brush was horizontal.,mismatch,muraki2021,-4.781697177886963,EleutherAI/pythia-2.8b,2775208960
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",b,The brush was vertical.,match,muraki2021,-4.79608941078186,EleutherAI/pythia-2.8b,2775208960
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,a,The crayon was horizontal.,mismatch,muraki2021,-3.198164800448077,EleutherAI/pythia-2.8b,2775208960
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,b,The crayon was vertical.,match,muraki2021,-3.2053675960217203,EleutherAI/pythia-2.8b,2775208960
9,decoration,b,Laura hung the decoration on the line with the clothespin.,a,The decoration was horizontal.,mismatch,muraki2021,-4.3448199272155765,EleutherAI/pythia-2.8b,2775208960
9,decoration,b,Laura hung the decoration on the line with the clothespin.,b,The decoration was vertical.,match,muraki2021,-4.500700235366821,EleutherAI/pythia-2.8b,2775208960
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,a,The flashlight was horizontal.,mismatch,muraki2021,-3.7855443259080253,EleutherAI/pythia-2.8b,2775208960
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,b,The flashlight was vertical.,match,muraki2021,-3.9856830537319183,EleutherAI/pythia-2.8b,2775208960
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,a,The fire extinguisher was horizontal.,mismatch,muraki2021,-2.663861816516146,EleutherAI/pythia-2.8b,2775208960
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,b,The fire extinguisher was vertical.,match,muraki2021,-2.733443951001391,EleutherAI/pythia-2.8b,2775208960
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,a,The glass was horizontal.,mismatch,muraki2021,-5.03829185962677,EleutherAI/pythia-2.8b,2775208960
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,b,The glass was vertical.,match,muraki2021,-5.003309655189514,EleutherAI/pythia-2.8b,2775208960
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,a,The guitar was horizontal.,mismatch,muraki2021,-4.634818696975708,EleutherAI/pythia-2.8b,2775208960
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,b,The guitar was vertical.,match,muraki2021,-4.575124597549438,EleutherAI/pythia-2.8b,2775208960
14,gun,b,Annie lowered the gun to place it in the holster.,a,The gun was horizontal.,mismatch,muraki2021,-3.8417338967323302,EleutherAI/pythia-2.8b,2775208960
14,gun,b,Annie lowered the gun to place it in the holster.,b,The gun was vertical.,match,muraki2021,-3.8433307290077208,EleutherAI/pythia-2.8b,2775208960
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",a,The iron was horizontal.,mismatch,muraki2021,-4.144390368461609,EleutherAI/pythia-2.8b,2775208960
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",b,The iron was vertical.,match,muraki2021,-4.215389323234558,EleutherAI/pythia-2.8b,2775208960
16,key,b,The lab assistant put the key to the monkey cage on the hook.,a,The key was horizontal.,mismatch,muraki2021,-4.034279942512512,EleutherAI/pythia-2.8b,2775208960
16,key,b,The lab assistant put the key to the monkey cage on the hook.,b,The key was vertical.,match,muraki2021,-4.1188760757446286,EleutherAI/pythia-2.8b,2775208960
17,nail,b,The carpenter hammered the nail into the floor plank.,a,The nail was horizontal.,mismatch,muraki2021,-3.7821411371231077,EleutherAI/pythia-2.8b,2775208960
17,nail,b,The carpenter hammered the nail into the floor plank.,b,The nail was vertical.,match,muraki2021,-3.6455757141113283,EleutherAI/pythia-2.8b,2775208960
18,pen,b,The accountant stuck his pen into his pocket protector.,a,The pen was horizontal.,mismatch,muraki2021,-4.156634783744812,EleutherAI/pythia-2.8b,2775208960
18,pen,b,The accountant stuck his pen into his pocket protector.,b,The pen was vertical.,match,muraki2021,-4.19984929561615,EleutherAI/pythia-2.8b,2775208960
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,a,The pencil was horizontal.,mismatch,muraki2021,-4.384415340423584,EleutherAI/pythia-2.8b,2775208960
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,b,The pencil was vertical.,match,muraki2021,-4.504426884651184,EleutherAI/pythia-2.8b,2775208960
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,a,The plate was horizontal.,mismatch,muraki2021,-3.5272219300270082,EleutherAI/pythia-2.8b,2775208960
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,b,The plate was vertical.,match,muraki2021,-3.6587299704551697,EleutherAI/pythia-2.8b,2775208960
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,a,The salt shaker was horizontal.,mismatch,muraki2021,-2.663433617912233,EleutherAI/pythia-2.8b,2775208960
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,b,The salt shaker was vertical.,match,muraki2021,-2.7258086014272913,EleutherAI/pythia-2.8b,2775208960
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,a,The pair of scissors was horizontal.,mismatch,muraki2021,-4.153042903053574,EleutherAI/pythia-2.8b,2775208960
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,b,The pair of scissors was vertical.,match,muraki2021,-4.206975301611237,EleutherAI/pythia-2.8b,2775208960
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,a,The screw was horizontal.,mismatch,muraki2021,-3.6207305431365966,EleutherAI/pythia-2.8b,2775208960
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,b,The screw was vertical.,match,muraki2021,-3.490531635284424,EleutherAI/pythia-2.8b,2775208960
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,a,The wheel was horizontal.,mismatch,muraki2021,-3.5142682790756226,EleutherAI/pythia-2.8b,2775208960
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,b,The wheel was vertical.,match,muraki2021,-3.611665654182434,EleutherAI/pythia-2.8b,2775208960
1,steak,a,John looked at the steak on his plate.,a,The steak was brown.,match,connell2007,-2.9567022204399107,EleutherAI/pythia-2.8b,2775208960
1,steak,a,John looked at the steak on his plate.,b,The steak was red.,mismatch,connell2007,-2.8696970343589783,EleutherAI/pythia-2.8b,2775208960
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,a,The traffic light was light red.,match,connell2007,-2.7398891619273593,EleutherAI/pythia-2.8b,2775208960
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,b,The traffic light was light green.,mismatch,connell2007,-2.6761975969587053,EleutherAI/pythia-2.8b,2775208960
3,tomato,a,Jane tasted the tomato when it was ready to eat.,a,The tomato was red.,match,connell2007,-2.830689001083374,EleutherAI/pythia-2.8b,2775208960
3,tomato,a,Jane tasted the tomato when it was ready to eat.,b,The tomato was green.,mismatch,connell2007,-3.0300207138061523,EleutherAI/pythia-2.8b,2775208960
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,a,The tree was green.,match,connell2007,-3.336286687850952,EleutherAI/pythia-2.8b,2775208960
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,b,The tree was orange.,mismatch,connell2007,-3.5520363330841063,EleutherAI/pythia-2.8b,2775208960
5,hair,a,Susan liked it when her granddaughter wore her hair up.,a,The hair was brown.,match,connell2007,-3.4580651760101317,EleutherAI/pythia-2.8b,2775208960
5,hair,a,Susan liked it when her granddaughter wore her hair up.,b,The hair was grey.,mismatch,connell2007,-3.9868422508239747,EleutherAI/pythia-2.8b,2775208960
6,bear,a,Joe was excited to see a bear in the woods.,a,The bear was brown.,match,connell2007,-3.1437190055847166,EleutherAI/pythia-2.8b,2775208960
6,bear,a,Joe was excited to see a bear in the woods.,b,The bear was white.,mismatch,connell2007,-3.061263370513916,EleutherAI/pythia-2.8b,2775208960
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,a,The leaf was green.,match,connell2007,-2.4116478085517885,EleutherAI/pythia-2.8b,2775208960
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,b,The leaf was orange.,mismatch,connell2007,-3.021889936923981,EleutherAI/pythia-2.8b,2775208960
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,a,The lamb was white.,match,connell2007,-3.0033112287521364,EleutherAI/pythia-2.8b,2775208960
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,b,The lamb was black.,mismatch,connell2007,-3.0028473138809204,EleutherAI/pythia-2.8b,2775208960
9,bananas,a,The bananas that Mark bought looked ready to eat.,a,The bananas were yellow.,match,connell2007,-2.449554140175072,EleutherAI/pythia-2.8b,2775208960
9,bananas,a,The bananas that Mark bought looked ready to eat.,b,The bananas were green.,mismatch,connell2007,-2.247335647349246,EleutherAI/pythia-2.8b,2775208960
10,coffee,a,Joanne always took milk in her coffee.,a,The coffee was brown.,match,connell2007,-3.059098815917969,EleutherAI/pythia-2.8b,2775208960
10,coffee,a,Joanne always took milk in her coffee.,b,The coffee was black.,mismatch,connell2007,-2.7284421920776367,EleutherAI/pythia-2.8b,2775208960
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,a,The sky was blue.,match,connell2007,-2.013752889633179,EleutherAI/pythia-2.8b,2775208960
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,b,The sky was grey.,mismatch,connell2007,-2.7897177219390867,EleutherAI/pythia-2.8b,2775208960
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,a,The chameleon was green.,match,connell2007,-1.8080591712678142,EleutherAI/pythia-2.8b,2775208960
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,b,The chameleon was yellow.,mismatch,connell2007,-1.9441800568783947,EleutherAI/pythia-2.8b,2775208960
1,steak,b,John looked at the steak in the butcher’s window.,a,The steak was brown.,mismatch,connell2007,-2.870793318748474,EleutherAI/pythia-2.8b,2775208960
1,steak,b,John looked at the steak in the butcher’s window.,b,The steak was red.,match,connell2007,-2.60363233089447,EleutherAI/pythia-2.8b,2775208960
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,a,The traffic light was light red.,mismatch,connell2007,-2.9020350064550127,EleutherAI/pythia-2.8b,2775208960
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,b,The traffic light was light green.,match,connell2007,-2.8126899770327976,EleutherAI/pythia-2.8b,2775208960
3,tomato,b,Jane tasted the tomato before it was ready to eat.,a,The tomato was red.,mismatch,connell2007,-2.9791426420211793,EleutherAI/pythia-2.8b,2775208960
3,tomato,b,Jane tasted the tomato before it was ready to eat.,b,The tomato was green.,match,connell2007,-3.009953570365906,EleutherAI/pythia-2.8b,2775208960
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,a,The tree was green.,mismatch,connell2007,-3.58888041973114,EleutherAI/pythia-2.8b,2775208960
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,b,The tree was orange.,match,connell2007,-3.5913378953933717,EleutherAI/pythia-2.8b,2775208960
5,hair,b,Susan liked it when her grandmother wore her hair up.,a,The hair was brown.,mismatch,connell2007,-3.4315390825271606,EleutherAI/pythia-2.8b,2775208960
5,hair,b,Susan liked it when her grandmother wore her hair up.,b,The hair was grey.,match,connell2007,-3.8224907159805297,EleutherAI/pythia-2.8b,2775208960
6,bear,b,Joe was excited to see a bear at the north pole.,a,The bear was brown.,mismatch,connell2007,-3.206538200378418,EleutherAI/pythia-2.8b,2775208960
6,bear,b,Joe was excited to see a bear at the north pole.,b,The bear was white.,match,connell2007,-2.934770345687866,EleutherAI/pythia-2.8b,2775208960
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,a,The leaf was green.,mismatch,connell2007,-2.4108232975006105,EleutherAI/pythia-2.8b,2775208960
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,b,The leaf was orange.,match,connell2007,-3.0364130258560182,EleutherAI/pythia-2.8b,2775208960
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,a,The lamb was white.,mismatch,connell2007,-3.237064170837402,EleutherAI/pythia-2.8b,2775208960
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,b,The lamb was black.,match,connell2007,-3.1291083335876464,EleutherAI/pythia-2.8b,2775208960
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,a,The bananas were yellow.,mismatch,connell2007,-2.4057489442639053,EleutherAI/pythia-2.8b,2775208960
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,b,The bananas were green.,match,connell2007,-2.042887152017405,EleutherAI/pythia-2.8b,2775208960
10,coffee,b,Joanne never took milk in her coffee.,a,The coffee was brown.,mismatch,connell2007,-2.966150629520416,EleutherAI/pythia-2.8b,2775208960
10,coffee,b,Joanne never took milk in her coffee.,b,The coffee was black.,match,connell2007,-2.571839392185211,EleutherAI/pythia-2.8b,2775208960
11,sky,b,The children watched the seagulls fly across the sky in the rain.,a,The sky was blue.,mismatch,connell2007,-2.3961370944976808,EleutherAI/pythia-2.8b,2775208960
11,sky,b,The children watched the seagulls fly across the sky in the rain.,b,The sky was grey.,match,connell2007,-2.3203547477722166,EleutherAI/pythia-2.8b,2775208960
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,a,The chameleon was green.,mismatch,connell2007,-1.814880207140959,EleutherAI/pythia-2.8b,2775208960
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,b,The chameleon was yellow.,match,connell2007,-1.9480583518343337,EleutherAI/pythia-2.8b,2775208960
35,airplane,a,There was an airplane in the hangar.,a,The airplane's wheels were down.,match,pecher2006,-2.627861729690007,EleutherAI/pythia-2.8b,2775208960
35,airplane,a,There was an airplane in the hangar.,b,The airplane's wheels were retracted.,mismatch,pecher2006,-2.7817692328244448,EleutherAI/pythia-2.8b,2775208960
53,apple,a,There was an apple in the bag.,a,The apple was whole.,match,pecher2006,-2.7438862681388856,EleutherAI/pythia-2.8b,2775208960
53,apple,a,There was an apple in the bag.,b,The apple was sliced.,mismatch,pecher2006,-2.89480836391449,EleutherAI/pythia-2.8b,2775208960
1,apple pie,a,There was apple pie on the table.,a,The apple pie was whole.,match,pecher2006,-2.8808638552824655,EleutherAI/pythia-2.8b,2775208960
1,apple pie,a,There was apple pie on the table.,b,The apple pie was sliced.,mismatch,pecher2006,-2.6260872383912406,EleutherAI/pythia-2.8b,2775208960
21,avocado,a,There was an avocado in the crate.,a,The avocado was whole.,match,pecher2006,-2.2184802033007145,EleutherAI/pythia-2.8b,2775208960
21,avocado,a,There was an avocado in the crate.,b,The avocado was slided.,mismatch,pecher2006,-3.5574080081922665,EleutherAI/pythia-2.8b,2775208960
39,balloon,a,There was a balloon in the pack.,a,The balloon was deflated.,match,pecher2006,-1.7714543417096138,EleutherAI/pythia-2.8b,2775208960
39,balloon,a,There was a balloon in the pack.,b,The balloon was inflated.,mismatch,pecher2006,-1.9621090412139892,EleutherAI/pythia-2.8b,2775208960
32,banana,a,There was a banana on the counter.,a,The banana was whole.,match,pecher2006,-2.930742871761322,EleutherAI/pythia-2.8b,2775208960
32,banana,a,There was a banana on the counter.,b,The banana was sliced.,mismatch,pecher2006,-3.018737232685089,EleutherAI/pythia-2.8b,2775208960
47,book,a,There was a book on the shelf.,a,The book was closed.,match,pecher2006,-2.0268086552619935,EleutherAI/pythia-2.8b,2775208960
47,book,a,There was a book on the shelf.,b,The book was open.,mismatch,pecher2006,-2.013217508792877,EleutherAI/pythia-2.8b,2775208960
40,bread,a,There was bread in the bakery window.,a,The bread was in a loaf.,match,pecher2006,-2.472094646521977,EleutherAI/pythia-2.8b,2775208960
40,bread,a,There was bread in the bakery window.,b,The bread was in a slice.,mismatch,pecher2006,-2.9216806292533875,EleutherAI/pythia-2.8b,2775208960
12,carrot,a,There was a carrot in the garden.,a,The carrot was whole.,match,pecher2006,-3.174576687812805,EleutherAI/pythia-2.8b,2775208960
12,carrot,a,There was a carrot in the garden.,b,The carrot was sliced.,mismatch,pecher2006,-3.194814372062683,EleutherAI/pythia-2.8b,2775208960
28,cheesecake,a,There was cheesecake for the party.,a,The cheesecake was whole.,match,pecher2006,-2.8357831427960525,EleutherAI/pythia-2.8b,2775208960
28,cheesecake,a,There was cheesecake for the party.,b,The cheesecake was sliced.,mismatch,pecher2006,-2.4641596607730856,EleutherAI/pythia-2.8b,2775208960
36,chicken,a,There was a chicken in the coop.,a,The chicken was alive.,match,pecher2006,-2.195617747306824,EleutherAI/pythia-2.8b,2775208960
36,chicken,a,There was a chicken in the coop.,b,The chicken was plucked.,mismatch,pecher2006,-2.4870142936706543,EleutherAI/pythia-2.8b,2775208960
54,cigarette,a,There was a cigarette in the box.,a,The cigarette was intact.,match,pecher2006,-3.2068858981132506,EleutherAI/pythia-2.8b,2775208960
54,cigarette,a,There was a cigarette in the box.,b,The cigarette was crushed.,mismatch,pecher2006,-2.7625670552253725,EleutherAI/pythia-2.8b,2775208960
7,coat,a,There was a coat on the rack.,a,The coat was hanging.,match,pecher2006,-2.8415881276130674,EleutherAI/pythia-2.8b,2775208960
7,coat,a,There was a coat on the rack.,b,The coat was crumpled.,mismatch,pecher2006,-1.8815089207741298,EleutherAI/pythia-2.8b,2775208960
55,corn,a,There was corn in the field.,a,The corn was on the cob,match,pecher2006,-2.7888522148132324,EleutherAI/pythia-2.8b,2775208960
55,corn,a,There was corn in the field.,b,The corn was off the cob.,mismatch,pecher2006,-2.9408747383526395,EleutherAI/pythia-2.8b,2775208960
18,cucumber,a,There was a cucumber in the fridge.,a,The cucumber was whole.,match,pecher2006,-2.52548523619771,EleutherAI/pythia-2.8b,2775208960
18,cucumber,a,There was a cucumber in the fridge.,b,The cucumber was sliced.,mismatch,pecher2006,-2.3183002658188343,EleutherAI/pythia-2.8b,2775208960
