item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,log_prob,model_name,n_params
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",a,The brush was horizontal.,mismatch,muraki2021,-5.026672649383545,EleutherAI/pythia-160m,162322944
7,brush,b,"The teenager held her brush up like a microphone, pretending to be a famous rock star.",b,The brush was vertical.,match,muraki2021,-5.0148491859436035,EleutherAI/pythia-160m,162322944
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,a,The crayon was horizontal.,mismatch,muraki2021,-3.090939197689295,EleutherAI/pythia-160m,162322944
8,crayon,b,The toddler drew a kitty cat with his crayon on his bedroom floor.,b,The crayon was vertical.,match,muraki2021,-3.103801880031824,EleutherAI/pythia-160m,162322944
9,decoration,b,Laura hung the decoration on the line with the clothespin.,a,The decoration was horizontal.,mismatch,muraki2021,-4.409313726425171,EleutherAI/pythia-160m,162322944
9,decoration,b,Laura hung the decoration on the line with the clothespin.,b,The decoration was vertical.,match,muraki2021,-4.345622444152832,EleutherAI/pythia-160m,162322944
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,a,The flashlight was horizontal.,mismatch,muraki2021,-3.8031985809405646,EleutherAI/pythia-160m,162322944
10,flashlight,b,The hunter shone the flashlight onto the floor of the cavern.,b,The flashlight was vertical.,match,muraki2021,-3.7546557237704596,EleutherAI/pythia-160m,162322944
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,a,The fire extinguisher was horizontal.,mismatch,muraki2021,-2.5686674977187067,EleutherAI/pythia-160m,162322944
11,fire extinguisher,b,The race car driver fastened the fire-extinguisher onto the garage wall.,b,The fire extinguisher was vertical.,match,muraki2021,-2.5237960482481867,EleutherAI/pythia-160m,162322944
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,a,The glass was horizontal.,mismatch,muraki2021,-5.028676772117615,EleutherAI/pythia-160m,162322944
12,glass,b,The waiter filled the wineglass while admiring Maureen's gown.,b,The glass was vertical.,match,muraki2021,-4.937087655067444,EleutherAI/pythia-160m,162322944
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,a,The guitar was horizontal.,mismatch,muraki2021,-4.909122371673584,EleutherAI/pythia-160m,162322944
13,guitar,b,Mick set his guitar on the rack as he warmed up for the concert.,b,The guitar was vertical.,match,muraki2021,-4.793043994903565,EleutherAI/pythia-160m,162322944
14,gun,b,Annie lowered the gun to place it in the holster.,a,The gun was horizontal.,mismatch,muraki2021,-4.153687644004822,EleutherAI/pythia-160m,162322944
14,gun,b,Annie lowered the gun to place it in the holster.,b,The gun was vertical.,match,muraki2021,-4.126250767707825,EleutherAI/pythia-160m,162322944
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",a,The iron was horizontal.,mismatch,muraki2021,-4.3846887111663815,EleutherAI/pythia-160m,162322944
15,iron,b,"Frank placed the iron onto the shelf, hoping he wouldn't be late.",b,The iron was vertical.,match,muraki2021,-4.371246004104615,EleutherAI/pythia-160m,162322944
16,key,b,The lab assistant put the key to the monkey cage on the hook.,a,The key was horizontal.,mismatch,muraki2021,-4.464765572547913,EleutherAI/pythia-160m,162322944
16,key,b,The lab assistant put the key to the monkey cage on the hook.,b,The key was vertical.,match,muraki2021,-4.3317667722702025,EleutherAI/pythia-160m,162322944
17,nail,b,The carpenter hammered the nail into the floor plank.,a,The nail was horizontal.,mismatch,muraki2021,-3.676536440849304,EleutherAI/pythia-160m,162322944
17,nail,b,The carpenter hammered the nail into the floor plank.,b,The nail was vertical.,match,muraki2021,-3.6753677129745483,EleutherAI/pythia-160m,162322944
18,pen,b,The accountant stuck his pen into his pocket protector.,a,The pen was horizontal.,mismatch,muraki2021,-4.71879472732544,EleutherAI/pythia-160m,162322944
18,pen,b,The accountant stuck his pen into his pocket protector.,b,The pen was vertical.,match,muraki2021,-4.720951509475708,EleutherAI/pythia-160m,162322944
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,a,The pencil was horizontal.,mismatch,muraki2021,-5.287998199462891,EleutherAI/pythia-160m,162322944
19,pencil,b,Rick hurriedly stuck his pencil in the coffee mug.,b,The pencil was vertical.,match,muraki2021,-5.347184562683106,EleutherAI/pythia-160m,162322944
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,a,The plate was horizontal.,mismatch,muraki2021,-3.9981472492218018,EleutherAI/pythia-160m,162322944
20,plate,b,Sara situated the expensive plate on its holder on the shelf.,b,The plate was vertical.,match,muraki2021,-3.975596857070923,EleutherAI/pythia-160m,162322944
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,a,The salt shaker was horizontal.,mismatch,muraki2021,-3.410054729453155,EleutherAI/pythia-160m,162322944
21,salt shaker,b,The anxious little boy placed the salt shaker onto the table.,b,The salt shaker was vertical.,match,muraki2021,-3.3517703786492348,EleutherAI/pythia-160m,162322944
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,a,The pair of scissors was horizontal.,mismatch,muraki2021,-3.6855349889956415,EleutherAI/pythia-160m,162322944
22,pair of scissors,b,Becca used the scissors to carve her initials into the wet concrete.,b,The pair of scissors was vertical.,match,muraki2021,-3.6523721567355096,EleutherAI/pythia-160m,162322944
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,a,The screw was horizontal.,mismatch,muraki2021,-3.7162551164627073,EleutherAI/pythia-160m,162322944
23,screw,b,Jim prepared to insert the screw into the top of the cabinet.,b,The screw was vertical.,match,muraki2021,-3.6452207803726195,EleutherAI/pythia-160m,162322944
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,a,The wheel was horizontal.,mismatch,muraki2021,-4.173963308334351,EleutherAI/pythia-160m,162322944
24,wheel,b,The young husband prepared to place the spare tire onto the wheel.,b,The wheel was vertical.,match,muraki2021,-4.089839601516724,EleutherAI/pythia-160m,162322944
1,steak,a,John looked at the steak on his plate.,a,The steak was brown.,match,connell2007,-2.9165754318237305,EleutherAI/pythia-160m,162322944
1,steak,a,John looked at the steak on his plate.,b,The steak was red.,mismatch,connell2007,-3.1098896503448485,EleutherAI/pythia-160m,162322944
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,a,The traffic light was light red.,match,connell2007,-3.1015133346830095,EleutherAI/pythia-160m,162322944
2,traffic light,a,The driving instructor told Bob to stop at the traffic lights.,b,The traffic light was light green.,mismatch,connell2007,-2.945336699485779,EleutherAI/pythia-160m,162322944
3,tomato,a,Jane tasted the tomato when it was ready to eat.,a,The tomato was red.,match,connell2007,-3.475519633293152,EleutherAI/pythia-160m,162322944
3,tomato,a,Jane tasted the tomato when it was ready to eat.,b,The tomato was green.,mismatch,connell2007,-3.3578990697860718,EleutherAI/pythia-160m,162322944
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,a,The tree was green.,match,connell2007,-3.3776652574539185,EleutherAI/pythia-160m,162322944
4,tree,a,Paula thought the tree outside her window looked beautiful in the summer.,b,The tree was orange.,mismatch,connell2007,-3.722460389137268,EleutherAI/pythia-160m,162322944
5,hair,a,Susan liked it when her granddaughter wore her hair up.,a,The hair was brown.,match,connell2007,-3.5142682671546934,EleutherAI/pythia-160m,162322944
5,hair,a,Susan liked it when her granddaughter wore her hair up.,b,The hair was grey.,mismatch,connell2007,-3.6964728951454164,EleutherAI/pythia-160m,162322944
6,bear,a,Joe was excited to see a bear in the woods.,a,The bear was brown.,match,connell2007,-3.80284698009491,EleutherAI/pythia-160m,162322944
6,bear,a,Joe was excited to see a bear in the woods.,b,The bear was white.,mismatch,connell2007,-3.2928778409957884,EleutherAI/pythia-160m,162322944
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,a,The leaf was green.,match,connell2007,-3.398898148536682,EleutherAI/pythia-160m,162322944
7,leaf,a,Sarah stopped in the woods to pick a leaf off a tree.,b,The leaf was orange.,mismatch,connell2007,-3.8853292226791383,EleutherAI/pythia-160m,162322944
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,a,The lamb was white.,match,connell2007,-3.1487493753433227,EleutherAI/pythia-160m,162322944
8,lamb,a,Anna found it very easy to spot the lamb in the dark grass.,b,The lamb was black.,mismatch,connell2007,-3.363423991203308,EleutherAI/pythia-160m,162322944
9,bananas,a,The bananas that Mark bought looked ready to eat.,a,The bananas were yellow.,match,connell2007,-3.0736375752215586,EleutherAI/pythia-160m,162322944
9,bananas,a,The bananas that Mark bought looked ready to eat.,b,The bananas were green.,mismatch,connell2007,-2.9509884618843594,EleutherAI/pythia-160m,162322944
10,coffee,a,Joanne always took milk in her coffee.,a,The coffee was brown.,match,connell2007,-3.605975794792175,EleutherAI/pythia-160m,162322944
10,coffee,a,Joanne always took milk in her coffee.,b,The coffee was black.,mismatch,connell2007,-3.4981220960617065,EleutherAI/pythia-160m,162322944
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,a,The sky was blue.,match,connell2007,-2.7234803199768067,EleutherAI/pythia-160m,162322944
11,sky,a,The children watched the seagulls fly across the sky in the sunshine.,b,The sky was grey.,mismatch,connell2007,-3.027442979812622,EleutherAI/pythia-160m,162322944
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,a,The chameleon was green.,match,connell2007,-2.3164325582329184,EleutherAI/pythia-160m,162322944
12,chameleon,a,The teacher pointed to the chameleon lying camouflaged in the grass.,b,The chameleon was yellow.,mismatch,connell2007,-2.3473754751030356,EleutherAI/pythia-160m,162322944
1,steak,b,John looked at the steak in the butcher’s window.,a,The steak was brown.,mismatch,connell2007,-3.0316051244735718,EleutherAI/pythia-160m,162322944
1,steak,b,John looked at the steak in the butcher’s window.,b,The steak was red.,match,connell2007,-3.186473822593689,EleutherAI/pythia-160m,162322944
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,a,The traffic light was light red.,mismatch,connell2007,-3.1171285254614696,EleutherAI/pythia-160m,162322944
2,traffic light,b,The driving instructor told Bob to continue at the traffic lights.,b,The traffic light was light green.,match,connell2007,-2.9733152048928395,EleutherAI/pythia-160m,162322944
3,tomato,b,Jane tasted the tomato before it was ready to eat.,a,The tomato was red.,mismatch,connell2007,-3.5545922994613646,EleutherAI/pythia-160m,162322944
3,tomato,b,Jane tasted the tomato before it was ready to eat.,b,The tomato was green.,match,connell2007,-3.419673037528992,EleutherAI/pythia-160m,162322944
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,a,The tree was green.,mismatch,connell2007,-3.414282727241516,EleutherAI/pythia-160m,162322944
4,tree,b,Paula thought the tree outside her window looked beautiful in the autumn.,b,The tree was orange.,match,connell2007,-3.775287365913391,EleutherAI/pythia-160m,162322944
5,hair,b,Susan liked it when her grandmother wore her hair up.,a,The hair was brown.,mismatch,connell2007,-3.499535417556763,EleutherAI/pythia-160m,162322944
5,hair,b,Susan liked it when her grandmother wore her hair up.,b,The hair was grey.,match,connell2007,-3.668959712982178,EleutherAI/pythia-160m,162322944
6,bear,b,Joe was excited to see a bear at the north pole.,a,The bear was brown.,mismatch,connell2007,-3.687265992164612,EleutherAI/pythia-160m,162322944
6,bear,b,Joe was excited to see a bear at the north pole.,b,The bear was white.,match,connell2007,-3.2218276262283325,EleutherAI/pythia-160m,162322944
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,a,The leaf was green.,mismatch,connell2007,-3.493069791793823,EleutherAI/pythia-160m,162322944
7,leaf,b,Sarah stopped in the woods to pick a leaf off the ground.,b,The leaf was orange.,match,connell2007,-4.028074550628662,EleutherAI/pythia-160m,162322944
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,a,The lamb was white.,mismatch,connell2007,-3.113665151596069,EleutherAI/pythia-160m,162322944
8,lamb,b,Anna found it very difficult to spot the lamb in the dark grass.,b,The lamb was black.,match,connell2007,-3.269812059402466,EleutherAI/pythia-160m,162322944
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,a,The bananas were yellow.,mismatch,connell2007,-3.0817487509921193,EleutherAI/pythia-160m,162322944
9,bananas,b,The bananas that Mark bought didn't look ready to eat.,b,The bananas were green.,match,connell2007,-2.961155044225355,EleutherAI/pythia-160m,162322944
10,coffee,b,Joanne never took milk in her coffee.,a,The coffee was brown.,mismatch,connell2007,-3.5086140632629395,EleutherAI/pythia-160m,162322944
10,coffee,b,Joanne never took milk in her coffee.,b,The coffee was black.,match,connell2007,-3.3767954826354982,EleutherAI/pythia-160m,162322944
11,sky,b,The children watched the seagulls fly across the sky in the rain.,a,The sky was blue.,mismatch,connell2007,-2.884193980693817,EleutherAI/pythia-160m,162322944
11,sky,b,The children watched the seagulls fly across the sky in the rain.,b,The sky was grey.,match,connell2007,-3.0290841460227966,EleutherAI/pythia-160m,162322944
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,a,The chameleon was green.,mismatch,connell2007,-2.2632321185374167,EleutherAI/pythia-160m,162322944
12,chameleon,b,The teacher pointed to the chameleon lying camouflaged in the sand.,b,The chameleon was yellow.,match,connell2007,-2.329811669042101,EleutherAI/pythia-160m,162322944
35,airplane,a,There was an airplane in the hangar.,a,The airplane's wheels were down.,match,pecher2006,-3.4687540360859463,EleutherAI/pythia-160m,162322944
35,airplane,a,There was an airplane in the hangar.,b,The airplane's wheels were retracted.,mismatch,pecher2006,-3.4078073017299175,EleutherAI/pythia-160m,162322944
53,apple,a,There was an apple in the bag.,a,The apple was whole.,match,pecher2006,-3.596871626377106,EleutherAI/pythia-160m,162322944
53,apple,a,There was an apple in the bag.,b,The apple was sliced.,mismatch,pecher2006,-3.64643417596817,EleutherAI/pythia-160m,162322944
1,apple pie,a,There was apple pie on the table.,a,The apple pie was whole.,match,pecher2006,-3.2615401248137155,EleutherAI/pythia-160m,162322944
1,apple pie,a,There was apple pie on the table.,b,The apple pie was sliced.,mismatch,pecher2006,-3.3810873329639435,EleutherAI/pythia-160m,162322944
21,avocado,a,There was an avocado in the crate.,a,The avocado was whole.,match,pecher2006,-3.4006673706074557,EleutherAI/pythia-160m,162322944
21,avocado,a,There was an avocado in the crate.,b,The avocado was slided.,mismatch,pecher2006,-4.221314714423248,EleutherAI/pythia-160m,162322944
39,balloon,a,There was a balloon in the pack.,a,The balloon was deflated.,match,pecher2006,-2.8371910179654756,EleutherAI/pythia-160m,162322944
39,balloon,a,There was a balloon in the pack.,b,The balloon was inflated.,mismatch,pecher2006,-2.9797518968582155,EleutherAI/pythia-160m,162322944
32,banana,a,There was a banana on the counter.,a,The banana was whole.,match,pecher2006,-3.750615131855011,EleutherAI/pythia-160m,162322944
32,banana,a,There was a banana on the counter.,b,The banana was sliced.,mismatch,pecher2006,-3.8357653260231017,EleutherAI/pythia-160m,162322944
47,book,a,There was a book on the shelf.,a,The book was closed.,match,pecher2006,-3.226896286010742,EleutherAI/pythia-160m,162322944
47,book,a,There was a book on the shelf.,b,The book was open.,mismatch,pecher2006,-3.234460949897766,EleutherAI/pythia-160m,162322944
40,bread,a,There was bread in the bakery window.,a,The bread was in a loaf.,match,pecher2006,-3.081185051373073,EleutherAI/pythia-160m,162322944
40,bread,a,There was bread in the bakery window.,b,The bread was in a slice.,mismatch,pecher2006,-3.163403255598886,EleutherAI/pythia-160m,162322944
12,carrot,a,There was a carrot in the garden.,a,The carrot was whole.,match,pecher2006,-3.9367464542388917,EleutherAI/pythia-160m,162322944
12,carrot,a,There was a carrot in the garden.,b,The carrot was sliced.,mismatch,pecher2006,-4.195637655258179,EleutherAI/pythia-160m,162322944
28,cheesecake,a,There was cheesecake for the party.,a,The cheesecake was whole.,match,pecher2006,-3.0319210631506786,EleutherAI/pythia-160m,162322944
28,cheesecake,a,There was cheesecake for the party.,b,The cheesecake was sliced.,mismatch,pecher2006,-3.016310845102583,EleutherAI/pythia-160m,162322944
36,chicken,a,There was a chicken in the coop.,a,The chicken was alive.,match,pecher2006,-2.827183425426483,EleutherAI/pythia-160m,162322944
36,chicken,a,There was a chicken in the coop.,b,The chicken was plucked.,mismatch,pecher2006,-3.178142875432968,EleutherAI/pythia-160m,162322944
54,cigarette,a,There was a cigarette in the box.,a,The cigarette was intact.,match,pecher2006,-3.3718482851982117,EleutherAI/pythia-160m,162322944
54,cigarette,a,There was a cigarette in the box.,b,The cigarette was crushed.,mismatch,pecher2006,-3.5555881381034853,EleutherAI/pythia-160m,162322944
7,coat,a,There was a coat on the rack.,a,The coat was hanging.,match,pecher2006,-3.5342136144638063,EleutherAI/pythia-160m,162322944
7,coat,a,There was a coat on the rack.,b,The coat was crumpled.,mismatch,pecher2006,-2.6088245497750386,EleutherAI/pythia-160m,162322944
55,corn,a,There was corn in the field.,a,The corn was on the cob,match,pecher2006,-3.080044458309809,EleutherAI/pythia-160m,162322944
55,corn,a,There was corn in the field.,b,The corn was off the cob.,mismatch,pecher2006,-3.588517350809915,EleutherAI/pythia-160m,162322944
18,cucumber,a,There was a cucumber in the fridge.,a,The cucumber was whole.,match,pecher2006,-2.772588700056076,EleutherAI/pythia-160m,162322944
18,cucumber,a,There was a cucumber in the fridge.,b,The cucumber was sliced.,mismatch,pecher2006,-2.7614382604757943,EleutherAI/pythia-160m,162322944
56,eagle,a,There was an eagle in the nest.,a,The eagle's wings were folded.,match,pecher2006,-3.0484286035810197,EleutherAI/pythia-160m,162322944
56,eagle,a,There was an eagle in the nest.,b,The eagle's wings were outstretched.,mismatch,pecher2006,-2.5499779591789573,EleutherAI/pythia-160m,162322944
41,egg,a,There was an egg in the refrigerator.,a,The egg was whole.,match,pecher2006,-3.4283504366874693,EleutherAI/pythia-160m,162322944
41,egg,a,There was an egg in the refrigerator.,b,The egg was frying.,mismatch,pecher2006,-3.565618932247162,EleutherAI/pythia-160m,162322944
48,fish,a,There was a fish in the pond.,a,The fish was whole.,match,pecher2006,-3.526709532737732,EleutherAI/pythia-160m,162322944
48,fish,a,There was a fish in the pond.,b,The fish was filetted.,mismatch,pecher2006,-4.799438187054226,EleutherAI/pythia-160m,162322944
22,frog,a,There was a frog in the field.,a,The frog's legs were folded.,match,pecher2006,-3.147284277847835,EleutherAI/pythia-160m,162322944
22,frog,a,There was a frog in the field.,b,The frog's legs were outstretched.,mismatch,pecher2006,-2.5191626117383645,EleutherAI/pythia-160m,162322944
