sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.015471227789878972,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.00038403915618800966,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,1.6007594805245162e-08,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.010752789992782175,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03868015712076878,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.15838525903121303,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03836530734466148,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.029063161122347636,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.00044618858055223143,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,1.6007594805245162e-08,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.012382417026788883,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.028377094460043217,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.18568507292107805,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0347945709266666,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.017471372680246455,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.00042357016748539866,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.5567048095022074e-08,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.024291232960191644,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.02692528509262615,2,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07275050830434848,3,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.03570003419370715,4,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.016556492602335937,5,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0002624262343114969,6,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.5567048095022074e-08,0,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.008632179299557619,1,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.019372855834944414,2,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2747211337624029,3,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.03892578184054507,4,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.03236988771724547,5,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0004881263096192523,6,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.5567048095022074e-08,0,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.026036164449297683,1,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.039657159575402834,2,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.23235629109232636,3,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.052764376249364364,4,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.036063359753923496,5,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0006418116723347911,6,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.5567048095022074e-08,0,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0030945910049471337,1,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.020702469992803785,2,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.20267172242069464,3,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.055073388071061435,4,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.04492193189448268,5,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0008048381703341656,6,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,1.5567048095022074e-08,0,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.00772822036080445,1,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.020209250792298405,2,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.21074137142453941,3,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.06292881912147419,4,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.02587694681687014,5,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.0004943481383793413,6,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,1.5567048095022074e-08,0,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.029231199697839716,1,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.04884561139736354,2,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.32001814026533904,3,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.05016515131947885,4,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.033726229975691524,5,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.0005073894823564018,6,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.0,0,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.04306352402529323,1,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.05243948959027145,2,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.19708635736134095,3,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.07126586025098647,4,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.06307620866681218,5,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.001497037387288569,6,1.214285714,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.0,0,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.00749503937021001,1,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.016335693381324234,2,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.19488841994233363,3,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.0402591129597476,4,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.044250956269916486,5,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.0007179829277262906,6,1.846153846,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.0,0,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.04714322600817633,1,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.05477734795740741,2,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.19576219642891868,3,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.06818447649216486,4,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.04821846521590023,5,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.001319155251064963,6,1.538461538,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.0,0,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.026377739513016474,1,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.03640257203789565,2,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.16718360259995102,3,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.05385341979352343,4,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.03771006972070079,5,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.0006936810897880674,6,2.181818182,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.0,0,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.01767348318134654,1,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.027555827121007126,2,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.09558997889347742,3,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.029934054595787796,4,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.024658627180108028,5,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.0004679577864259432,6,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.0,0,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.04358536165769544,1,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.05246498773696251,2,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.3336145991012226,3,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.06117570635865888,4,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.05497296486277925,5,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.0012036256439312831,6,3.466666667,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.0,0,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.08629485087907163,1,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.1270181682230418,2,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.18801969049439837,3,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.07758568505323982,4,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.09383787596330695,5,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.001997110454389328,6,0.2,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.0,0,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.03902458231084971,1,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.03743794278748347,2,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.13316832757032404,3,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.07594691273728549,4,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.07033852687051445,5,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a country band.,band,band,Different Sense,0.0012787151193711654,6,0.384615385,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.0,0,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.09215580303717597,1,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.1433410711125377,2,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.27863644370412943,3,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.1070241771271313,4,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.1227378467859116,5,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.003247430469742296,6,0.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.0,0,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.03629179511038927,1,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.06743239270308965,2,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.29378490359734044,3,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.1181587752965031,4,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.12508877222735704,5,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.0030119343745386162,6,0.1,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.0,0,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.026560156725270123,1,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.05349571618772597,2,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.16109022000987105,3,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.06367323943727576,4,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.055153452699237326,5,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.0019001806048374315,6,2.526315789,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.0,0,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.0643876131656832,1,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.08097165329998557,2,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.178301746166303,3,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.05730550817031699,4,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.055625383113939164,5,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.0011391827551290312,6,4.0,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,9.442577053597745e-09,0,1.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.015475747221901481,1,1.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.02175521466567243,2,1.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.1358850099134381,3,1.333333333,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000
